key,title_he,speed_he,domain_he,topic_he,description_he,keywords_he,file_name,file_path,public_path,image_url,status,width,height,model,style_policy
1.1.2.3,תצפית על גבול הררי,מהיר,ביטחון,גבול,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה תצפית על גבול הררי בהקשר של גבול, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, גבול, תצפית על גבול הררי, אילוסטרציה, חדשות, פואנטה",poenta_011_1_1_2_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_011_1_1_2_3_calm.jpg,/assets/poenta-image-bank/poenta_011_1_1_2_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_011_1_1_2_3_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.2.4,רכב סיור מרחוק,מהיר,ביטחון,גבול,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה רכב סיור מרחוק בהקשר של גבול, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, גבול, רכב סיור מרחוק, אילוסטרציה, חדשות, פואנטה",poenta_012_1_1_2_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_012_1_1_2_4_calm.jpg,/assets/poenta-image-bank/poenta_012_1_1_2_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_012_1_1_2_4_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.2.5,שער מעבר סגור,מהיר,ביטחון,גבול,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה שער מעבר סגור בהקשר של גבול, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, גבול, שער מעבר סגור, אילוסטרציה, חדשות, פואנטה",poenta_013_1_1_2_5_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_013_1_1_2_5_calm.jpg,/assets/poenta-image-bank/poenta_013_1_1_2_5_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_013_1_1_2_5_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.2.6,כביש מערכת שקט,מהיר,ביטחון,גבול,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה כביש מערכת שקט בהקשר של גבול, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, גבול, כביש מערכת שקט, אילוסטרציה, חדשות, פואנטה",poenta_014_1_1_2_6_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_014_1_1_2_6_calm.jpg,/assets/poenta-image-bank/poenta_014_1_1_2_6_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_014_1_1_2_6_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.1,מקלט ציבורי פתוח,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מקלט ציבורי פתוח בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, מקלט ציבורי פתוח, אילוסטרציה, חדשות, פואנטה",poenta_015_1_1_3_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_015_1_1_3_1_calm.jpg,/assets/poenta-image-bank/poenta_015_1_1_3_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_015_1_1_3_1_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.2,אנשים נכנסים למרחב מוגן,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה אנשים נכנסים למרחב מוגן בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, אנשים נכנסים למרחב מוגן, אילוסטרציה, חדשות, פואנטה",poenta_016_1_1_3_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_016_1_1_3_2_calm.jpg,/assets/poenta-image-bank/poenta_016_1_1_3_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_016_1_1_3_2_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.3,ציוד חירום ביתי,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה ציוד חירום ביתי בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, ציוד חירום ביתי, אילוסטרציה, חדשות, פואנטה",poenta_017_1_1_3_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_017_1_1_3_3_calm.jpg,/assets/poenta-image-bank/poenta_017_1_1_3_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_017_1_1_3_3_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.4,מרכז פינוי עירוני,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מרכז פינוי עירוני בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, מרכז פינוי עירוני, אילוסטרציה, חדשות, פואנטה",poenta_018_1_1_3_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_018_1_1_3_4_calm.jpg,/assets/poenta-image-bank/poenta_018_1_1_3_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_018_1_1_3_4_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.5,התראה בטלפון נייד,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה התראה בטלפון נייד בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, התראה בטלפון נייד, אילוסטרציה, חדשות, פואנטה",poenta_019_1_1_3_5_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_019_1_1_3_5_calm.jpg,/assets/poenta-image-bank/poenta_019_1_1_3_5_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_019_1_1_3_5_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.3.6,מוקד עירוני בזמן חירום,מהיר,ביטחון,עורף,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מוקד עירוני בזמן חירום בהקשר של עורף, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, עורף, מוקד עירוני בזמן חירום, אילוסטרציה, חדשות, פואנטה",poenta_020_1_1_3_6_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_020_1_1_3_6_calm.jpg,/assets/poenta-image-bank/poenta_020_1_1_3_6_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_020_1_1_3_6_calm.jpg,pending_user_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.1,אוניית מטען בים,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה אוניית מטען בים בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, אוניית מטען בים, אילוסטרציה, חדשות, פואנטה",poenta_021_1_1_4_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_021_1_1_4_1_calm.jpg,/assets/poenta-image-bank/poenta_021_1_1_4_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_021_1_1_4_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.2,מיצר ימי על מפה דיגיטלית,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מיצר ימי על מפה דיגיטלית בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, מיצר ימי על מפה דיגיטלית, אילוסטרציה, חדשות, פואנטה",poenta_022_1_1_4_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_022_1_1_4_2_calm.jpg,/assets/poenta-image-bank/poenta_022_1_1_4_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_022_1_1_4_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.3,נמל מסחרי בלילה,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה נמל מסחרי בלילה בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, נמל מסחרי בלילה, אילוסטרציה, חדשות, פואנטה",poenta_023_1_1_4_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_023_1_1_4_3_calm.jpg,/assets/poenta-image-bank/poenta_023_1_1_4_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_023_1_1_4_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.4,מסופי מכולות,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מסופי מכולות בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, מסופי מכולות, אילוסטרציה, חדשות, פואנטה",poenta_024_1_1_4_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_024_1_1_4_4_calm.jpg,/assets/poenta-image-bank/poenta_024_1_1_4_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_024_1_1_4_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.5,סירת סיור מרחוק,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה סירת סיור מרחוק בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, סירת סיור מרחוק, אילוסטרציה, חדשות, פואנטה",poenta_025_1_1_4_5_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_025_1_1_4_5_calm.jpg,/assets/poenta-image-bank/poenta_025_1_1_4_5_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_025_1_1_4_5_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.4.6,מפת נתיבי שיט,מהיר,ביטחון,ים ואזורי סחר,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מפת נתיבי שיט בהקשר של ים ואזורי סחר, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, ים ואזורי סחר, מפת נתיבי שיט, אילוסטרציה, חדשות, פואנטה",poenta_026_1_1_4_6_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_026_1_1_4_6_calm.jpg,/assets/poenta-image-bank/poenta_026_1_1_4_6_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_026_1_1_4_6_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.5.1,מסכי בקרה כהים,מהיר,ביטחון,מודיעין וסייבר ביטחוני,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מסכי בקרה כהים בהקשר של מודיעין וסייבר ביטחוני, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, מודיעין וסייבר ביטחוני, מסכי בקרה כהים, אילוסטרציה, חדשות, פואנטה",poenta_027_1_1_5_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_027_1_1_5_1_calm.jpg,/assets/poenta-image-bank/poenta_027_1_1_5_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_027_1_1_5_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.5.2,מנעול דיגיטלי אדום,מהיר,ביטחון,מודיעין וסייבר ביטחוני,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מנעול דיגיטלי אדום בהקשר של מודיעין וסייבר ביטחוני, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, מודיעין וסייבר ביטחוני, מנעול דיגיטלי אדום, אילוסטרציה, חדשות, פואנטה",poenta_028_1_1_5_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_028_1_1_5_2_calm.jpg,/assets/poenta-image-bank/poenta_028_1_1_5_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_028_1_1_5_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.5.3,אנליסט מול מפה,מהיר,ביטחון,מודיעין וסייבר ביטחוני,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה אנליסט מול מפה בהקשר של מודיעין וסייבר ביטחוני, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, מודיעין וסייבר ביטחוני, אנליסט מול מפה, אילוסטרציה, חדשות, פואנטה",poenta_029_1_1_5_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_029_1_1_5_3_calm.jpg,/assets/poenta-image-bank/poenta_029_1_1_5_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_029_1_1_5_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.1.5.4,רשת תקשורת מוצפנת,מהיר,ביטחון,מודיעין וסייבר ביטחוני,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה רשת תקשורת מוצפנת בהקשר של מודיעין וסייבר ביטחוני, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, ביטחון, מודיעין וסייבר ביטחוני, רשת תקשורת מוצפנת, אילוסטרציה, חדשות, פואנטה",poenta_030_1_1_5_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_030_1_1_5_4_calm.jpg,/assets/poenta-image-bank/poenta_030_1_1_5_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_030_1_1_5_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
